Author,RFC_Match_Count
C. Dearlove,15
U. Nilsson,2
L. Mark,4
J. Jee,2
J. Mandin,1
B. Laurie,2
G. Sisson,1
A. Jerichow,2
M. Boucadair,59
P. Levis,7
C. Wilson,1
T. Melia,3
C. Reed,2
P. Hagendorf,1
V. Narayanan,5
C. Neumann,1
D. Furodet,1
V. Roca,13
M. Foschiano,2
J. Degener,2
P. Guenther,3
J-P. Evain,1
A. Petrescu,4
A. Hamza,1
D. Dugatkin,1
D. Premec,2
M-K. Shin,1
S-E. Kim,1
Y-H. Han,1
F. Teraoka,1
K. Gogo,1
K. Mitani,1
K. Mitsuya,1
R. Shibui,1
A. Oswal,1
J. Martin,2
H. Desineni,4
D. Forsberg,1
L. Morand,7
P. Jayaraman,1
R. Lopez,2
A. van Wijk,1
G. Gybels,1
D. Fedyk,17
H. Ould-Brahim,2
K. Kiss,2
M. Lonnfors,4
S. Fries,2
M. Padlipsky,1
P. Jokela,4
T. Henderson,10
T. Koponen,1
J. Tardo,1
K. Narayan,5
M. Mani,2
P. Sangster,4
G. Ren,1
J. Bi,5
J. Wu,8
K. Xu,1
M. Williams,3
J. Curran,2
D. Brungard,3
M. Vigoureux,6
S. Gundavelli,28
L. Barbato,1
M. Shimaoka,1
N. Hastings,1
R. Nielsen,1
A. Matsumoto,4
K. Kanayama,2
R. Hiromi,2
T. Fujisaki,3
T. Hardie,11
M. Brenner,1
S. Cheshire,21
T. Showalter,3
K. Homme,1
B. Leiba,29
W. Segmuller,2
K. Murchison,10
P. Overell,1
A. Bare,1
A. Jayasumana,1
N. Piratla,1
R. Whitner,1
T. Banka,1
T. Phelan,3
R. Bijlani,1
A. Falk,2
T. Hansen,13
N. Bitar,18
P. Coates,1
J. Urpalainen,6
H. Khartabil,4
J. Costa-Requena,1
A. Niemi,5
E. Klovning,1
C. King,3
H. Jang,2
J. Cha,1
Y. Han,1
H. Yokota,8
H. Trevino,1
S. Chisholm,2
D. Troshynski,1
A. Monrad,1
S. Loreto,14
P. Funk,1
B. Decraene,26
A. Choudhury,1
H. Smit,2
R. Saluja,1
L. Ginsberg,27
C. Hopps,6
M. Bhatia,18
M. Chen,22
X. Duan,3
A. Babich,1
J. Davis,1
S. Reddy,1
F. Maino,1
M. Ramadas,3
A. Adolf,2
P. MacAvock,1
A. Davey,1
K. Ishiguro,1
A. Bonda,1
M. Meyer,2
C. Montgomery,2
I. Goncalves,1
S. Pfeiffer,1
A. Yang,2
J. Yao,5
W. Mao,2
M. Komu,4
A. Houri,4
E. Aoki,1
S. Parameswar,1
C. Park,1
J. Lim,1
W. Kim,3
D. Hancock,1
K. Lauter,1
A. McDonald,2
T. Dreibholz,3
M. Stillman,4
A. Silverton,1
S. Sengodan,1
K. Hedayat,3
K. Yum,1
R. Krzanowski,1
F. Neves,1
J. Damas,3
D. Willis,5
A. Leung,2
E. Itakura,2
S. Futemma,2
C. Hahn,1
O. Bonness,1
J. Contreras,2
K. ElMalki,1
H. Kimura,1
H. Okita,1
M. Kitani,1
T. Iijima,1
Y. Atarashi,1
K. Biswas,1
S. Guha,2
S. Sivakumar,13
A. Boers,3
I. Wijnands,2
M. Swany,1
S. Niccolini,3
S. Tartarelli,1
T. Dietz,9
P. Matthews,7
A. Sollaud,3
A. Hawrylyshen,2
B. Campen,1
S. Lawrence,4
G. Michaelson,11
W. Sanchez,1
J. Macker,4
I. Johansson,6
J. Koshiko,1
M. Hasebe,1
T. Yoshikawa,1
Y. Suzuki,1
G. Appenzeller,1
L. Piron,1
B. O\'Hara,1
R. Suri,1
P. Narasimhan,1
S. Ponnuswamy,1
M. Sugiura,1
S. Iino,1
D. Stanley,3
M. Montemurro,3
R. Gerhards,4
F. Miao,1
Y. Ma,1
A. Okmianski,1
G. Keeni,3
W. De Ketelaere,1
A. Stone,2
M. Salter,3
D. Sun,2
S. Dhesikan,2
T. Martin,2
M. Haardt,1
O. Komolafe,1
M. Jork,2
C. Adjih,2
J. Dean,2
J. Bournelle,5
D. Nguyen,1
E. Baccelli,7
M. Kucherawy,33
A. Hubert,1
R. van Mook,1
V. Park,2
J. Parker,1
S. Boutros,17
S. Sivabalan,17
B. Capouch,1
E. Guy,3
F. Miller,1
K. Shumard,1
M. Spencer,1
H. Cruickshank,1
M. Noisternig,1
P. Pillai,1
S. Iyengar,1
F. Gont,33
R. Asati,11
A. Takacs,7
D. Caviglia,9
J. Meuric,5
S. Dasgupta,1
G. Sadasivan,1
C. Schmoll,1
A. Greenberg,1
D. Chiou,1
J. Rexford,1
M. Grossglauser,1
N. Duffield,3
F. Raspall,1
A. Johnson,2
F. Dressler,1
G. Carle,1
D. Brown,6
K. Yiu,2
K. Fujiwara,9
D. Malas,3
M. Badra,4
K. Koide,2
I. Hajjeh,1
D. Bramanti,2
D. Li,12
J. Gao,2
S. Bardalai,3
IJ. Wijnands,20
I. Chakeres,3
Y. Kamite,6
Y. Serbest,2
Y. Wada,1
J. van Elburg,3
B. Marshall,1
B. McKibben,1
Y. Yoneya,2
P. Koch,2
J. Lacan,3
J. Peltotalo,1
S. Peltotalo,1
P. Mohapatra,9
J. Gibbons,1
P. Howard,1
M. Jones,35
S. HomChaudhuri,1
A. Hathcock,1
J. Levine,14
J. Chesterfield,2
R. Bradford,2
E. Oki,4
T. Davis,1
W. Ivancic,1
J. Mulik,1
M. Haberler,1
A. Kato,5
M. Kanda,4
S. Kanno,4
C. Juszczak,1
I. van Beijnum,5
C. Lindsey,2
R. Allbery,3
F. Ellermann,1
Y. Lee,26
A. Santoni,2
D. Barthel,4
M. Dohler,2
T. Watteyne,5
T. Winter,2
D. Burke,1
M. Scott,3
D. King,17
P. Eardley,10
H. Uijterwaal,1
K. Raza,11
S. Aggarwal,1
A. Kuzmanovic,1
A. Mondal,1
P. Yegani,4
A. Al-Zoman,1
A. El-Sherbiny,1
I. Oueichek,1
M. Farah,1
Y. Cui,12
T. Melanchuk,4
R. Despres,4
G. Thomas,1
B. Stevant,1
B. Storer,1
J. Tremblay,2
L. Toutain,3
F. Parent,2
A. Heggestad,1
A. Moizard,1
G. Herlein,1
J. Valin,2
B. Greene,1
J. Mauch,2
T. Schierl,5
P. Luthi,2
E. Paradise,1
M. Adams,1
S. Ratliff,4
T. Kaiser,1
J. Matsumoto,1
M. Hatanaka,1
D. Petrie,3
N. Cook,2
R. Denis-Courmont,2
G. Weber,2
R. Marin-Lopez,2
V. Fajardo,5
S. Galtzur,1
P. Spagnolo,1
C. Groves,3
Y. Lin,1
C. Williams,3
S. Yamamoto,1
R. Bellis,8
R. Shacham,1
S. Thakolsri,1
W. Kellerer,1
C. Griffiths,2
L. Popkin,1
A. Sathiaseelan,3
W. Kumari,24
H. Park,2
Y. Won,3
E. Demaria,1
I. Guardini,1
K. Singh,1
J. Merkle,6
M. Lochter,6
C. Filsfils,26
N. McGill,1
S. Harwani,1
S. Venkata,1
E. Stephan,5
L. Liang,1
D. Ewell,1
A. Phillips,3
M. Davis,3
K. Igoe,5
M. Dworkin,1
M. Morgenstern,3
S. Baillie,1
U. Bonollo,1
S. Malkani,2
B. Niven-Jenkins,8
M. Betts,4
N. Sprecher,7
S. Ueno,2
A. Wagner,2
D. Stebila,2
J. Green,1
B. Bonnaerens,1
C. Lebel,1
T. Froment,1
J. Glasgow,2
S. Fridella,1
B. Halevy,2
B. Welch,1
J. Zelenka,1
H. Jeong,2
J. Kim,3
S. Yoon,2
K. Pister,5
S. Dwars,1
T. Phinney,1
V. Marinov,1
A. Clemm,12
A. Karmakar,1
G. Bajko,8
JC. Zuniga,4
N. Golmie,1
E. Blanton,3
K. Yamamoto,1
M. Hata,1
A. Brusilovsky,1
S. Patel,1
Z. Zeltsan,2
K. Weniger,1
H. Ohmuro,1
Y. Hiwasaki,1
A. Arcia,1
D. Ros,3
J. Iyengar,6
F. de Bont,2
M. Schmidt,3
R. Sperschneider,1
S. Doehla,2
H. Jeon,1
M. Riegel,1
S. Jeong,3
J. Seedorf,4
A. Akhter,2
M. Menth,6
T. Moncaster,3
S. Okunick,1
T. Kunz,1
J. Jansen,1
M. Morrow,3
A. Saleem,1
G. Sharratt,1
Y. Xin,1
H. Moustafa,1
C. Everhart,2
D. Ellard,1
J. Lentini,3
M. Naik,2
R. Tewari,3
B. Lengyel,3
M. Bjorklund,25
D. Beller,2
Y. Sheffer,13
A. Vaha-Sipila,1
A. Begen,20
D. Hsu,1
M. Lague,1
Y. Qiu,1
H-P. Lexow,1
M. Lambert,1
P. Amundsen,1
S. Combes,1
T. Tsou,15
L. Vegoda,9
M. Cotton,10
C. Madson,1
M. Ray,2
N. Oskov,1
S. Dispensa,1
M. Xu,3
H. Kim,1
K. Hoeper,4
M. Waehlisch,8
T. Schmidt,8
K. Moriarty,11
Q. Dang,3
L. Zieglar,5
J. Fischl,2
E. Ivov,8
E. Marocco,7
A. Keranen,15
J. Melen,3
A. Doria,7
K. Wolf,2
A. Francillon,1
S. Faurite,1
M. Arumaithurai,2
A. Muhanna,4
U. Meyer,1
B. Lowekamp,3
D. MacDonald,1
M. Welzl,11
S. Vedam,1
E. Hammer-Lahav,3
H. Asaeda,5
H. Liu,3
W. Cao,3
R. Sahita,1
S. Hanna,5
C. Kim,1
D. Kwon,3
M. Siami,1
S. Islam,2
W. Atwood,1
A. Hoenes,2
S. Nadas,1
M. Mohali,5
S. Levy,1
J. Hadi Salim,10
L. Dong,1
R. Haas,2
W. Wang,7
K. Ogawa,6
G. Zhang,3
W. Sun,2
A. Kobayashi,6
G. Muenz,5
A. Zamfir,1
J. Newton,1
Z. Ali,15
H. Xu,1
T. Sirainen,2
M. Chandra,1
A. Brandt,7
G. Porcu,1
J. Buron,2
J. Blanton,1
K. Avrachenkov,1
P. Hurtig,2
U. Ayesta,1
A. Brown,1
V. Dolmatov,8
C. Elliott,3
D. Perkins,2
Y. Shi,3
Y. Zhang,6
S. Van den Berghe,1
Q. Wu,48
JR. Rivers,1
K. Grewal,1
R. Hay,1
W. Turkal,1
J. Crawford,1
A. Bryan,3
M. Khalil,2
H. Lim,1
N. Kant,1
J. Kelsey,1
M. Platnic,1
N. Voigt,2
S. Ooghe,3
S. Wadhwa,3
T. Haag,3
D. Ceccarelli,19
R. Penfield,1
N. McNab,2
P. Poeml,2
T. Tsujikawa,2
T. Manderson,7
E. Ertekin,4
R. Jasani,2
E. Siegel,1
J. Martocci,4
N. Riou,1
P. De Mil,1
W. Vermeylen,1
M. Ishiyama,2
S. Zrelli,1
H. Krawczyk,1
C. Spanring,1
M. Brown,1
H. Flinck,1
C. Karp,1
L. Hornquist Astrand,4
D. Jevans,1
J. Burbank,1
W. Kasch,1
H. Gerstung,1
B. Lourdelet,2
R. Gayraud,1
J-M. Combes,2
J. Gould,10
S. Ashmore,4
D. Frost,8
L. Levrau,2
A. Jeffrey,1
B. Tate,2
M. Petit-Huguenin,9
NSS. Murthy,1
S. Shen,3
Y. Mao,1
A. Chuprina,1
I. Ustinov,1
B. Natale,1
M. Ellison,1
M. Grandcolas,1
S. Bajaj,3
H. Singh,4
W. Beebee,4
A. Guillou,2
A. Narayanan,3
H. Malik,1
H. Kaplan,12
K. Lam,2
S. Mansfield,4
M. Kawashima,3
S. Kawamura,1
D. Karp,1
A. Ramaiah,2
M. Dalal,1
V. Singh,14
R. Gagliano,5
Y. Shafranovich,2
J. Freimann,1
T. Huth,1
V. Zimmer,1
T. Tsenov,1
A. Bader,2
C. Kappler,2
C. Dvorak,1
P. Tarapore,2
Y. El Mghazli,1
L. Westberg,1
R. Bless,3
C. Shen,3
J. Bang,1
S. Lee,1
T. Sanda,1
K-M. Moller,1
J. Brainard,1
J. Randall,1
J. Hoagland,3
D. Miloshevic,1
S. Sharikov,1
K. Hellwig,1
S. Wang,1
N. Harrison,1
R. Cherukuri,2
Y. Nir,18
F. Verhaeghe,1
Q. Zhao,11
I. Nishioka,1
H. Feng,1
T. Petch,1
K. Meadors,2
W. Harrop,1
R. Singh,5
R. Reddy,1
C. Gardiner,1
T. Zourzouvillys,1
I. Rimac,2
M. Tomsu,1
V. Hilt,6
M. Pei,3
P. Hoyer,1
S. Machani,4
A. Clark,12
A. Pendleton,1
S. Jiang,28
Y. Cai,10
J. Jaeggli,3
A. Crouch,1
X. Wang,1
J. Mattsson,6
T. Tian,1
J. Elie,3
C. Bao,9
E. Haleplidis,9
M. Larsen,1
C. Bastian,1
J. Mills,1
T. Klieber,1
O. Blume,1
S. Perreault,12
A. Doherty,1
P. Frojdh,2
Y. Umaoka,2
J. Zawinski,1
A. Hannemann,1
A. Zimmermann,4
M. Aissaoui,4
V. Radoaca,1
W. Luo,1
M. Scharf,5
G. Adams,1
K. Whistler,1
R. Seggelmann,4
C. Dickmann,1
J. Crowcroft,2
W. Dec,8
C. Holmberg,36
A. Bierman,16
G. Giarreta,1
K. Kuladinithi,1
D. Gillmor,3
J. Woodyatt,4
A. Yourtchenko,7
B. Linowski,1
M. Ersue,5
S. Kuryla,1
A. Freier,1
P. Karlton,1
P. Kocher,1
E. Levy-Abegnoli,4
A. Kasyanov,1
B. Van Lieu,1
C. Chung,1
N. Mody,2
A. Shahin,1
A. Vinciarelli,1
C. Petrucci,1
F. Gennai,1
L. Lhotka,6
M. Katagi,1
S. Moriai,1
J. Berger,1
J. Harrison,1
M. Bartlett,1
S. Fluhrer,4
J. Chroboczek,6
L. Romary,1
S. Lundberg,1
R. George,4
S. Blau,2
A. Sajassi,17
D. Mohan,3
D. Zisiadis,1
G. Cessieux,1
M. Tsavli,1
S. Kopsidas,1
S. Kini,5
W. Lu,3
E. Fleischman,1
S. Russert,1
Y. Gao,1
A. Moise,1
J. Brodkin,1
T. Richardson,1
K. Yin,1
A. Sullivan,6
P. Kurapati,2
R. Desetti,3
J. Nicolson,1
R. Barnes,13
O. Novo,2
W. Imajuku,4
B. Nitzan,1
L. Colitti,5
M. Kohno,1
Y. Matsuzaki,1
A. Banerjee,10
D. Rokicki,1
E. Johnson,1
M. Phillips,1
P. Adams,1
L. Rosenthol,1
P. Venkatesen,2
E. Juskevicius,2
L. Roberts,1
D. Smith,2
J. Mullooly,1
T. Scholl,1
W. Jaeger,1
A. Ford,4
C. Raiciu,5
S. Barre,1
K. Ishibashi,1
R. Jesup,5
T. Kristensen,4
Y.-K. Wang,3
A. Eleftheriadis,1
D. Dugal,1
R. Dunn,1
M. Saito,2
M. Toyama,1
A.J. Elizondo Armengol,1
C. Pelsser,3
P. Francois,7
Z. Ahmad,1
C. Olvera,1
F. Calabria,2
G. Wilkins,1
S. Salsano,1
B. Stark,6
C. Donley,6
T. Otani,3
J. Ko,1
O. Gnawali,2
R. Denenberg,1
A. Jones,1
K. Sankar,1
B. Hibbard,1
T. Ritter,1
T. Zhang,1
H. Zhang,3
A. Kavanagh,2
D. Miles,4
M. Linsner,2
J. Strombergson,2
S. McGlashan,3
F. Wei,1
J. Dong,13
Y. Qin,1
Z. Li,9
K. Jung,1
J. Rydell,2
P. Shafer,4
J. Navali,1
F. Brockners,3
H. Nordstrom,1
A. Dutta,2
K. Taniuchi,1
S. Varjonen,2
T. Heer,3
M. McFadden,1
P. Lovell,1
S. Symington,3
S. Ikonin,1
X. Marjou,1
D. Guo,2
A. Barth,3
G. Sundaram,2
V. Cakulev,4
M. Ford,2
P. Roberts,1
M. Yevstifeyev,3
A. Kukec,3
C. Bernardos,2
J. Herzog,1
R. Khazan,1
Z. Zhu,2
A. Jerman Blazic,1
S. Saljic,1
T. Van Caenegem,2
B. Ver Steeg,1
Z. Vax,1
J. Yuan,1
D. Wierbowski,1
F. Detienne,1
P. Sethi,1
H. van Helvoort,9
Q. Hu,1
J. Chu,3
M. Sargent,1
D. Lee,2
I. Gashinsky,5
S. Sheppard,1
W. Maton,2
P. Frejborg,1
L. Dunbar,10
M. Roth,1
R. Solomon,1
P. Busschbach,1
D. Zhang,10
G. Kalyani,1
G. Dhandapani,1
S. Yates,1
K. Darilion,1
K. Slavov,1
S. Sugimoto,1
M. Azinger,2
J. Moisand,1
M. Douglass,4
S. Lees,1
G. Nakibly,1
D. Dutt,6
A. Bragg,1
P. Ashwood-Smith,2
P. Unbehagen,2
L. Minder,1
E. Friedrich,1
T. Mrugalski,13
S. Okumura,1
T. Sawada,1
R. McDuff,1
V. Giralt,1
A. Hutton,6
K. Rehor,2
L. Portman,3
R. Jain,2
R. Cragie,6
N. Modadugu,2
B. Constantine,2
G. Forget,1
R. Geib,6
R. Schrage,1
J. Johnson,1
D. Wischik,1
A. Abdelal,1
E. Noel,3
A. Morris,1
K. Vos,5
T. Yamagata,1
O. Koufopavlou,2
S. Denazis,2
I. Busi,2
A. Fulignoli,2
E. Osborne,4
Y. Weingarten,4
K. Burgin,2
M. Peck,3
F. Scalzo,1
R. Donnelly,1
J. Bankoski,1
J. Koleszar,1
J. Salonen,1
L. Quillio,1
P. Wilkins,1
Y. Xu,2
J. Regan,1
S. Amante,9
U. Drafz,1
A. Rahman,7
R. Alimi,4
S. Gulrajani,1
C. Labovitz,1
M. Karir,2
H. Scholz,1
A. Uzelac,1
S. Rowles,1
B. Imhoff,2
K. Michielsen,2
S. Poretsky,6
J. Karthik,3
S. Vapiwala,2
B. Cook,1
R. Winter,9
P. Seite,6
H. Ou,5
F. Huang,3
H. Li,9
J. He,2
N. Bahadur,6
S. Saxena,2
M. Bashyam,1
M. Jethanandani,6
K. Li,6
T. Savolainen,9
L. Liess,6
R. Jesske,8
E. Jankiewicz,1
X. Dai,2
F. Hu,4
Y. Li,18
A. Kuett,1
A. Koushik,2
R. Cetin,1
R. Yount,1
J. Falk,3
A. Forte,1
F. Dijkstra,1
R. Hughes-Jones,1
I. Fette,1
R. Zheng,1
K. Poon,1
V. Yasevich,1
J. Soininen,1
K. Iisakkila,1
X. Cui,1
G. Salgueiro,25
K. Kobayashi,1
K. Mishima,1
C. Lewis,1
M. Sergeant,1
K. Sriram,6
G. Lunt,1
X. Zhang,9
R. Loomans,3
D. Kong,3
R. Watro,1
A. Chi,2
B. Ellacott,2
A. Garcia-Martinez,3
M. Bonola,1
C. Falk,1
J. Stone,1
D. Morgan,1
S. Srinivasan,1
S. Romano,1
L. Miniero,4
R. Presta,3
S P. Romano,4
M. Groves,3
M. Napierala,5
N. Leymann,10
R. Maglione,6
A. Makela,1
K. Tata,1
A. McKenzie,1
S. Steele,1
J. Sommers,1
B. Huang,1
J. Ahrenholz,1
A. Gurtov,2
I. Broustis,1
C. Liljenstolpe,2
W. George,8
S. Emery,3
B. B. Lowekamp,1
R. Alexander,2
R. Kelsey,2
R. Struik,2
M. Kim,1
N. Dejean,1
G. Richards,1
M. O\'Reirdan,1
JM. Valin,6
E. Kline,3
J. Doyle,1
M. Lundberg,1
P. Moyer,1
G. Martinelli,3
D. Kaspar,2
E. Kim,2
S. Borilin,1
D. Orchard,1
M. Hadley,1
J. Uttaro,9
M. Horneffer,4
D. Damic,1
M. Amundsen,1
A. Steinmitz,1
R. Fardid,1
A. Quillaud,2
A. Kanevsky,1
R. Sharp,2
S. Wise,1
Y. Nishida,3
C. Ishikawa,1
H. Fontana,1
J. Clarke,3
O. Sury,4
K. Wierenga,3
J. Kupke,1
M. Ohye,1
J. Arbeiter,1
J. Downs,1
J. Weil,2
V. Kuarsingh,6
F. Abinader,1
W.C.A. Wijngaards,1
C. Gomez,5
A. Suryanarayana,1
J. Choi,1
M. McCauley,2
S. Winter,4
H. Mauldin,1
U. Herberg,13
B. Kothari,1
R. Qiu,3
W. Hendrickx,1
K. Kobara,1
S. Shin,1
Z. Cao,6
D. Kuegler,1
A. Jivsov,1
M. Venkatesan,4
J. Zhang,7
W. Adamson,1
D. Evans,1
J. Novak,1
H. Song,4
N. Zong,4
S. Kitterman,3
C. Zhou,7
Q. Chen,1
D. Bailey,2
A. Charny,2
D. Freedman,1
N. Hilliard,5
D. Bider,3
M. Baushke,4
KY. Hong,1
W. Wijngaards,1
S. Speicher,2
I. Jarvinen,1
L. Wang,8
M. Eubanks,2
R. Parekh,3
L. Johansson,5
J. Tripathi,1
S. Faibish,1
R. Clayton,1
A. Lindgren,1
S. Grasic,1
S. Moonesamy,3
B. He,1
S. Decugis,2
G. Maguluri,1
J. Bristow,1
P. Loureiro,1
S. Kiesel,6
M. Peylo,1
D. Cauchie,1
T. Terriberry,3
H. Hotz,1
P. Muley,2
L. Jin,5
R. Key,3
S. Delord,3
R. Walsh,1
T. Paila,1
J. Kato,1
O. Vautrin,3
S. Bhandari,3
K. Jiao,1
S. Mizikovsky,1
RJ Atkinson,9
SN Bhatti,9
D. Hardt,3
A. Kirkham,1
L. Wei,1
S. Jethwani,1
V. Arya,2
G. Fishman,1
S. Trowbridge,1
M. Grayson,2
R. Pazhyannur,6
N. Ben-Dvora,1
M. Krochmal,6
A. Lo,1
J. Heitz,5
X. Xu,7
G. Bertrand,2
G. Watson,1
K. Ma,4
T. Burbridge,5
G. Xie,1
R. Cole,4
W. Mekking,4
D. Burnett,1
B. Varga,9
L. Yong,11
W. Henderickx,21
R. Vaithianathan,1
P. Arden,1
D. Worley,6
C. Jackson,1
U. Kozat,1
A. Johnsson,1
C. Flinta,1
S. Baillargeon,2
G. Hudson,2
B. Manning,1
G. Shepherd,3
M. Wieser,2
I. Sedlacek,4
E. Yedavalli,1
S. Medley,1
S. Thombare,1
J. McQuaid,1
K. Dubray,1
M. Cunche,2
G. Hazel,1
M. Kuehlewind,7
P. Yee,2
M. McGloin,1
P. Hunt,7
T. Lodderstedt,3
I. Foo,1
A. Fusco,1
O. Bonaventure,8
M. Miyazawa,1
J. Xia,3
D. Lewis,7
J. Zwiebel,1
D. Saucez,4
L. Iannone,5
AM. Eklund Lowinder,1
F. Ljunggren,1
T. Okubo,1
G. Halwasia,2
N. Swamy,1
P. Jhingran,1
K. Gross,5
R. Stradling,2
D. Melman,1
T. Mizrahi,14
N. Stratton,1
N. Venna,1
P. Jones,11
A. Rijhsinghani,1
K. Zebrose,1
J. Jaffe,1
L. St.Amour,1
S. Mills,1
J. Chen,1
A. Retana,11
I. Dzmanashvili,1
A. Bouabdallah,1
K. Matsuzono,1
R. Gilman,3
H. Abdelnur,1
O. Festor,1
T. Anjali,1
S. Kamei,1
T. Inoue,1
T. Momose,1
T. Nishitani,1
C. Byrne,3
M. Mawatari,1
B. Liu,7
D. Cheng,4
P. Jiang,1
S. Matsushima,8
T. Murai,1
Z. Fang,1
P. Selkirk,1
A. Nakagawa,1
H. Ashida,1
I. Yamagata,1
T. Saxena,1
M. Graff,1
P. Higgs,2
P. Szucs,1
S. Rao,1
S. Barbato,1
S. Dorigotti,1
T. Fossati,5
D. Bond,1
R. Watve,1
S. Aldrin,27
T. Senevirathne,8
C. Jacquenet,11
G. Feige,1
X. Zhou,2
D. Alexeitsev,1
M. Huelsemann,1
D. Hanes,1
K. Fleming,1
G. Munson,1
B. Ohlman,3
C. Dannewitz,1
D. Kutscher,5
N. Russell,2
N. Dukkipati,3
Y. Cheng,5
M. Chandramouli,5
S. Baset,2
S. Veikkolainen,3
H. Flanagan,8
L. Zheng,5
A. Mancuso,1
S. Probasco,1
H. Prafullchandra,1
C. Li,2
F. Costa,1
X. Pougnard,2
J. Zhao,1
S. Zhang,1
Y. Pettersen,1
A. Langley,12
E. Kasper,1
M. Daikoku,1
A. Cardenas,1
M. Dow,1
S. Cespedes,1
T. Iwao,1
M. Hansen,1
R. Smith,2
B. Wu,1
F. Fondelli,1
M. Corsi,1
T. Pornin,1
O. van Deventer,2
R. van Brandenburg,6
M. Gao,1
A. Degtyarev,2
R. Huang,12
J. Mitchell,3
M. Goyal,2
M. Philipp,1
R. Schott,2
S. Kiyomoto,1
W. Shin,1
M. Scurtescu,3
S. Dronia,1
C. Henke,1
L. Peluso,1
S. D\'Antonio,1
M. Thornburgh,2
J. Buford,1
M. Kolberg,1
J. Berg,1
J. Doshi,1
P. Niger,1
S. DeLord,2
H. Jeng,2
L. Jalil,6
C. Margaria,4
F. Zhang,19
K. Ogaki,3
CJ. Bernardos,12
LM. Contreras,5
S. Jeon,3
M. Pritikin,5
K. Tiruveedhula,2
M. Konstantynowicz,2
T. Beckhaus,1
J. Smarr,1
D. Ross,1
A. Thomson,1
L. Yeh,2
P. Wu,2
B. Pfaff,1
G. Schudel,1
V. Moreno,2
I. Ruengeler,1
H. Endo,1
M. Paul,3
Y. Koike,2
J. Howlett,4
A. Amirante,1
T. Castaldi,1
R. van Rein,1
S. Steffann,2
R. Sinnema,1
S. Belotti,5
S. Nandakumar,8
E. McMurry,1
K. Pentikousis,6
R. Hao,1
J. Susoy,1
M. Joseph,1
S. Salam,11
R. Shekh-Yusef,4
J. Maenpaa,4
H. Van de Sompel,2
M. Nelson,2
R. Sanderson,1
M. Patel,1
V. Pascual,9
J. Manger,1
E. Osterweil,3
P. Kewisch,2
P. Grandi,1
I. Curcio,2
W. Tarreau,2
G. Shapiro,1
D. Kim,2
F. Jounay,5
S. Ning,2
J. Tennison,1
M. Hausenblas,1
C. Kodeboniya,1
I. Baz Castillo,1
J. Millan Villegas,1
H. Kruse,1
S. Jero,1
W. Liu,9
H. Gredler,13
J. Haas,7
M. Binderberger,2
H. van Elburg,1
S. Kashima,1
R. Rao,1
K. Pithewan,1
F. Knight,1
A. Nezhinsky,1
P. Koning,1
R. McMurray,1
L. Huang,3
T. Okimoto,1
I. Soto,1
R. Brandenburg,1
I. Nazar,1
M. Zhang,13
P. Agarwal,2
J. Hudson,4
H. Yang,1
J. Yi,4
G. Mirsky,23
R. Hartmann,1
O. Maennel,1
A. Koike,1
K. Landfield,1
T. Takahashi,2
Y. Kadobayashi,1
T. Haynes,8
M. Duckworth,2
S. Botzko,2
G. Dickfeld,1
M. Ortseifen,1
A. Isaac,4
A. Cabellos-Aparicio,1
F. Coras,2
J. Domingo-Pascual,1
L. Jakab,1
M. Siodelski,4
Y. Lafon,1
A. Petersson,1
M. Nilsson,2
M. Demmer,1
A. Gulko,2
J. Tantsura,19
P. Hitchen,1
J. Hildebrand,6
J. Gilmore,1
P. Wouters,11
M. Campagna,1
R. Dugal,1
K. Hartke,5
P. Rogaway,1
T. Krovetz,1
P. Gosden,1
A. Kiran Koushik,1
R. Mediratta,1
M. Perumal,4
P. Ravindran,4
X. Jiang,3
J. Malinen,1
C. Xie,5
D. Binet,2
G. Chen,4
A. D\'Alessandro,7
J. Ryoo,5
T. Cheung,2
F. Boronat,1
H. Stokking,2
M. Montagud,1
A. Williams,1
E. Bellagamba,4
A. Vizdal,2
D. Drown,1
Q. Sun,9
M. Lanthaler,1
W. Roome,3
N. Schwan,3
S. Gao,1
J. Cianfarani,1
A. Rusch,3
S. Parkinson,1
W. Mills,2
C. Bi,2
Z. Sarker,7
N. Wang,1
D. Ovsienko,1
A. Popov,5
S. Friedl,1
P. Lemieux,2
C. Lilley,2
H. Thompson,1
A. Eiriksson,1
F. Marti,1
W. Noureddine,1
L. Li,1
D. Cai,1
H. Foerster,1
J. Lindsay,1
J. Fabini,3
B. Venkatachalapathy,1
K. Arai,2
M. Ohsugi,1
R. Scheffenegger,4
B. Schoening,3
J. Parello,2
N. Akiya,13
D. Liu,5
H. Chan,3
D. Dhody,15
R. Casellas,7
L. Peterson,1
I. Farrer,11
G. Barwood,1
C. Wright,1
K. Duda,1
L. Kreeger,4
M. Bursell,1
M. Mahalingam,1
T. Sridhar,2
S. Bosch,4
P. Siebert,1
A. Roman,1
S. Garcia,1
H. Zhai,6
O. Stokes,2
G. Calvignac,1
P. Dutta,2
B. Gero,1
H. Long,3
R. Ravindranath,10
T. Reddy,18
W. Hao,6
J. Tong,1
K. Chittimaneni,1
E. Dijk,2
J. Huang,2
X. Deng,3
E. Cestari,1
J. Moffitt,1
L. Stout,1
J. Gilger,1
S. Crawford,1
S. McCann,1
S. Radhakrishnan,1
M. Duke,1
